tanggal,pukul,jam,
26-Nov-21,14:21,14,
26-Nov-21,14:21,14,
26-Nov-21,14:20,14,
26-Nov-21,14:20,14,
26-Nov-21,14:20,14,
26-Nov-21,14:20,14,
26-Nov-21,14:20,14,
26-Nov-21,14:19,14,
26-Nov-21,14:19,14,
26-Nov-21,14:19,14,
26-Nov-21,14:19,14,
26-Nov-21,14:18,14,
26-Nov-21,14:18,14,
26-Nov-21,14:18,14,
26-Nov-21,14:18,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:17,14,
26-Nov-21,14:16,14,
25-Nov-21,14:16,14,
27-Nov-21,14:16,14,
27-Nov-21,14:16,14,
27-Nov-21,14:16,14,
22-Nov-21,14:15,14,
28-Nov-21,14:15,14,
27-Nov-21,14:15,14,
27-Nov-21,14:15,14,
27-Nov-21,14:15,14,
27-Nov-21,14:15,14,
27-Nov-21,14:15,14,
21-Nov-21,14:14,14,
21-Nov-21,14:14,14,
22-Nov-21,14:13,14,
25-Nov-21,14:13,14,
25-Nov-21,14:13,14,
22-Nov-21,14:13,14,
22-Nov-21,14:13,14,
24-Nov-21,14:13,14,
23-Nov-21,14:13,14,
23-Nov-21,14:12,14,
23-Nov-21,14:12,14,
23-Nov-21,14:12,14,
23-Nov-21,14:11,14,
23-Nov-21,14:11,14,
22-Nov-21,14:10,14,
22-Nov-21,14:10,14,
22-Nov-21,14:10,14,
28-Nov-21,14:10,14,
26-Nov-21,14:09,14,
26-Nov-21,14:09,14,
26-Nov-21,14:09,14,
26-Nov-21,14:09,14,
26-Nov-21,14:08,14,
26-Nov-21,14:06,14,
26-Nov-21,14:06,14,
22-Nov-21,14:05,14,
22-Nov-21,14:04,14,
20-Nov-21,14:04,14,
24-Nov-21,14:04,14,
24-Nov-21,14:04,14,
24-Nov-21,14:03,14,
23-Nov-21,14:02,14,
28-Nov-21,14:01,14,
22-Nov-21,14:00,14,
22-Nov-21,13:59,13,
22-Nov-21,13:59,13,
26-Nov-21,13:58,13,
20-Nov-21,13:58,13,
20-Nov-21,13:58,13,
20-Nov-21,13:58,13,
24-Nov-21,13:57,13,
28-Nov-21,13:57,13,
27-Nov-21,13:56,13,
27-Nov-21,13:56,13,
27-Nov-21,13:56,13,
27-Nov-21,13:55,13,
27-Nov-21,13:55,13,
27-Nov-21,13:54,13,
27-Nov-21,13:53,13,
27-Nov-21,13:53,13,
27-Nov-21,13:52,13,
27-Nov-21,13:50,13,
27-Nov-21,13:50,13,
27-Nov-21,13:50,13,
27-Nov-21,13:49,13,
27-Nov-21,13:49,13,
27-Nov-21,13:49,13,
27-Nov-21,13:49,13,
26-Nov-21,13:46,13,
26-Nov-21,13:46,13,
26-Nov-21,13:46,13,
26-Nov-21,13:46,13,
26-Nov-21,13:45,13,
26-Nov-21,13:45,13,
26-Nov-21,13:45,13,
26-Nov-21,13:44,13,
26-Nov-21,13:44,13,
24-Nov-21,13:43,13,
24-Nov-21,13:43,13,
24-Nov-21,13:43,13,
22-Nov-21,13:43,13,
22-Nov-21,13:42,13,
21-Nov-21,13:41,13,
20-Nov-21,13:41,13,
20-Nov-21,13:40,13,
28-Nov-21,13:40,13,
27-Nov-21,13:39,13,
27-Nov-21,13:39,13,
27-Nov-21,13:38,13,
27-Nov-21,13:37,13,
27-Nov-21,13:37,13,
27-Nov-21,13:37,13,
27-Nov-21,13:37,13,
27-Nov-21,13:36,13,
27-Nov-21,13:36,13,
27-Nov-21,13:36,13,
27-Nov-21,13:36,13,
27-Nov-21,13:35,13,
27-Nov-21,13:35,13,
27-Nov-21,13:34,13,
27-Nov-21,13:33,13,
27-Nov-21,13:32,13,
27-Nov-21,13:32,13,
27-Nov-21,13:31,13,
27-Nov-21,13:31,13,
26-Nov-21,13:30,13,
26-Nov-21,13:30,13,
26-Nov-21,13:29,13,
26-Nov-21,13:29,13,
26-Nov-21,13:29,13,
26-Nov-21,13:26,13,
26-Nov-21,13:25,13,
26-Nov-21,13:25,13,
26-Nov-21,13:24,13,
26-Nov-21,13:23,13,
26-Nov-21,13:23,13,
26-Nov-21,13:23,13,
26-Nov-21,13:22,13,
28-Nov-21,13:21,13,
28-Nov-21,13:20,13,
28-Nov-21,13:18,13,
28-Nov-21,13:18,13,
27-Nov-21,13:18,13,
27-Nov-21,13:17,13,
27-Nov-21,13:16,13,
27-Nov-21,13:15,13,
27-Nov-21,13:15,13,
27-Nov-21,13:14,13,
27-Nov-21,13:13,13,
27-Nov-21,13:13,13,
27-Nov-21,13:13,13,
27-Nov-21,13:13,13,
27-Nov-21,13:12,13,
27-Nov-21,13:12,13,
27-Nov-21,13:11,13,
27-Nov-21,13:10,13,
27-Nov-21,13:10,13,
27-Nov-21,13:10,13,
27-Nov-21,13:10,13,
27-Nov-21,13:09,13,
27-Nov-21,13:09,13,
27-Nov-21,13:09,13,
27-Nov-21,13:08,13,
27-Nov-21,13:07,13,
27-Nov-21,13:07,13,
27-Nov-21,13:07,13,
27-Nov-21,13:06,13,
27-Nov-21,13:06,13,
27-Nov-21,13:06,13,
27-Nov-21,13:05,13,
26-Nov-21,13:05,13,
26-Nov-21,13:04,13,
26-Nov-21,13:03,13,
26-Nov-21,13:03,13,
26-Nov-21,13:03,13,
26-Nov-21,13:02,13,
26-Nov-21,13:02,13,
26-Nov-21,13:02,13,
26-Nov-21,13:00,13,
26-Nov-21,13:00,13,
26-Nov-21,12:59,12,
26-Nov-21,12:59,12,
26-Nov-21,12:57,12,
26-Nov-21,12:57,12,
26-Nov-21,12:56,12,
26-Nov-21,12:54,12,
26-Nov-21,12:54,12,
26-Nov-21,12:54,12,
28-Nov-21,12:54,12,
27-Nov-21,12:54,12,
27-Nov-21,12:53,12,
27-Nov-21,12:53,12,
27-Nov-21,12:52,12,
27-Nov-21,12:51,12,
27-Nov-21,12:50,12,
27-Nov-21,12:50,12,
27-Nov-21,12:50,12,
27-Nov-21,12:48,12,
27-Nov-21,12:48,12,
27-Nov-21,12:47,12,
27-Nov-21,12:46,12,
27-Nov-21,12:44,12,
27-Nov-21,12:43,12,
27-Nov-21,12:43,12,
27-Nov-21,12:43,12,
27-Nov-21,12:42,12,
27-Nov-21,12:42,12,
27-Nov-21,12:41,12,
26-Nov-21,12:40,12,
26-Nov-21,12:40,12,
26-Nov-21,12:40,12,
26-Nov-21,12:39,12,
26-Nov-21,12:38,12,
26-Nov-21,12:37,12,
26-Nov-21,12:36,12,
26-Nov-21,12:36,12,
26-Nov-21,12:35,12,
28-Nov-21,12:35,12,
27-Nov-21,12:35,12,
27-Nov-21,12:35,12,
27-Nov-21,12:33,12,
27-Nov-21,12:30,12,
27-Nov-21,12:30,12,
27-Nov-21,12:29,12,
27-Nov-21,12:28,12,
27-Nov-21,12:27,12,
27-Nov-21,12:27,12,
27-Nov-21,12:26,12,
27-Nov-21,12:25,12,
27-Nov-21,12:25,12,
27-Nov-21,12:23,12,
27-Nov-21,12:22,12,
27-Nov-21,12:22,12,
27-Nov-21,12:21,12,
27-Nov-21,12:21,12,
26-Nov-21,12:21,12,
26-Nov-21,12:21,12,
26-Nov-21,12:20,12,
26-Nov-21,12:19,12,
26-Nov-21,12:19,12,
26-Nov-21,12:19,12,
26-Nov-21,12:18,12,
26-Nov-21,12:18,12,
26-Nov-21,12:18,12,
26-Nov-21,12:17,12,
20-Nov-21,12:17,12,
21-Nov-21,12:16,12,
20-Nov-21,12:14,12,
22-Nov-21,12:13,12,
20-Nov-21,12:12,12,
20-Nov-21,12:11,12,
28-Nov-21,12:11,12,
27-Nov-21,12:11,12,
27-Nov-21,12:10,12,
27-Nov-21,12:09,12,
27-Nov-21,12:08,12,
27-Nov-21,12:08,12,
27-Nov-21,12:08,12,
27-Nov-21,12:07,12,
27-Nov-21,12:07,12,
27-Nov-21,12:07,12,
27-Nov-21,12:06,12,
27-Nov-21,12:06,12,
27-Nov-21,12:06,12,
27-Nov-21,12:05,12,
27-Nov-21,12:05,12,
27-Nov-21,12:05,12,
27-Nov-21,12:05,12,
26-Nov-21,12:03,12,
26-Nov-21,12:02,12,
26-Nov-21,12:00,12,
26-Nov-21,12:00,12,
26-Nov-21,11:58,11,
26-Nov-21,11:57,11,
26-Nov-21,11:56,11,
26-Nov-21,11:56,11,
26-Nov-21,11:56,11,
26-Nov-21,11:55,11,
22-Nov-21,11:55,11,
27-Nov-21,11:54,11,
27-Nov-21,11:54,11,
27-Nov-21,11:53,11,
24-Nov-21,11:52,11,
24-Nov-21,11:52,11,
20-Nov-21,11:51,11,
20-Nov-21,11:50,11,
26-Nov-21,11:49,11,
22-Nov-21,11:48,11,
24-Nov-21,11:45,11,
28-Nov-21,11:45,11,
26-Nov-21,11:44,11,
26-Nov-21,11:44,11,
26-Nov-21,11:43,11,
26-Nov-21,11:42,11,
26-Nov-21,11:42,11,
26-Nov-21,11:42,11,
25-Nov-21,11:41,11,
25-Nov-21,11:41,11,
25-Nov-21,11:40,11,
25-Nov-21,11:40,11,
25-Nov-21,11:39,11,
26-Nov-21,11:39,11,
28-Nov-21,11:39,11,
24-Nov-21,11:38,11,
24-Nov-21,11:38,11,
24-Nov-21,11:37,11,
24-Nov-21,11:37,11,
28-Nov-21,11:35,11,
26-Nov-21,11:34,11,
24-Nov-21,11:31,11,
22-Nov-21,11:30,11,
27-Nov-21,11:29,11,
26-Nov-21,11:28,11,
26-Nov-21,11:28,11,
26-Nov-21,11:27,11,
26-Nov-21,11:26,11,
26-Nov-21,11:26,11,
26-Nov-21,11:25,11,
26-Nov-21,11:25,11,
26-Nov-21,11:25,11,
26-Nov-21,11:24,11,
26-Nov-21,11:24,11,
26-Nov-21,11:24,11,
26-Nov-21,11:23,11,
28-Nov-21,11:23,11,
28-Nov-21,11:22,11,
28-Nov-21,11:22,11,
28-Nov-21,11:22,11,
27-Nov-21,11:22,11,
27-Nov-21,11:21,11,
27-Nov-21,11:21,11,
27-Nov-21,11:20,11,
27-Nov-21,11:20,11,
27-Nov-21,11:19,11,
27-Nov-21,11:19,11,
27-Nov-21,11:18,11,
27-Nov-21,11:18,11,
27-Nov-21,11:18,11,
27-Nov-21,11:18,11,
26-Nov-21,11:17,11,
26-Nov-21,11:17,11,
26-Nov-21,11:17,11,
26-Nov-21,11:16,11,
26-Nov-21,11:16,11,
26-Nov-21,11:15,11,
26-Nov-21,11:14,11,
26-Nov-21,11:13,11,
26-Nov-21,11:13,11,
26-Nov-21,11:12,11,
26-Nov-21,11:10,11,
26-Nov-21,11:10,11,
26-Nov-21,11:09,11,
26-Nov-21,11:09,11,
26-Nov-21,11:09,11,
26-Nov-21,11:08,11,
26-Nov-21,11:03,11,
26-Nov-21,11:03,11,
26-Nov-21,11:02,11,
26-Nov-21,11:02,11,
26-Nov-21,11:01,11,
26-Nov-21,11:01,11,
26-Nov-21,10:59,10,
26-Nov-21,10:59,10,
26-Nov-21,10:59,10,
26-Nov-21,10:58,10,
26-Nov-21,10:55,10,
26-Nov-21,10:55,10,
26-Nov-21,10:52,10,
26-Nov-21,10:52,10,
26-Nov-21,10:52,10,
26-Nov-21,10:51,10,
26-Nov-21,10:50,10,
26-Nov-21,10:50,10,
26-Nov-21,10:46,10,
26-Nov-21,10:46,10,
26-Nov-21,10:44,10,
26-Nov-21,10:42,10,
26-Nov-21,10:40,10,
26-Nov-21,10:39,10,
26-Nov-21,10:38,10,
26-Nov-21,10:37,10,
26-Nov-21,10:36,10,
26-Nov-21,10:35,10,
26-Nov-21,10:34,10,
26-Nov-21,10:34,10,
26-Nov-21,10:34,10,
26-Nov-21,10:34,10,
26-Nov-21,10:33,10,
26-Nov-21,10:32,10,
26-Nov-21,10:32,10,
26-Nov-21,10:31,10,
26-Nov-21,10:31,10,
26-Nov-21,10:30,10,
26-Nov-21,10:30,10,
26-Nov-21,10:29,10,
26-Nov-21,10:27,10,
26-Nov-21,10:26,10,
26-Nov-21,10:26,10,
26-Nov-21,10:26,10,
26-Nov-21,10:26,10,
26-Nov-21,10:24,10,
26-Nov-21,10:23,10,
26-Nov-21,10:21,10,
26-Nov-21,10:21,10,
26-Nov-21,10:20,10,
26-Nov-21,10:19,10,
26-Nov-21,10:19,10,
26-Nov-21,10:19,10,
26-Nov-21,10:18,10,
26-Nov-21,10:18,10,
26-Nov-21,10:16,10,
26-Nov-21,10:15,10,
26-Nov-21,10:14,10,
26-Nov-21,10:14,10,
26-Nov-21,10:13,10,
26-Nov-21,10:11,10,
26-Nov-21,10:11,10,
26-Nov-21,10:10,10,
26-Nov-21,10:08,10,
26-Nov-21,10:07,10,
26-Nov-21,10:07,10,
26-Nov-21,10:07,10,
26-Nov-21,10:06,10,
26-Nov-21,10:04,10,
26-Nov-21,10:03,10,
26-Nov-21,10:01,10,
26-Nov-21,9:59,09,
26-Nov-21,9:59,09,
26-Nov-21,9:59,09,
26-Nov-21,9:56,09,
26-Nov-21,9:55,09,
26-Nov-21,9:54,09,
26-Nov-21,9:54,09,
26-Nov-21,9:54,09,
26-Nov-21,9:54,09,
26-Nov-21,9:50,09,
26-Nov-21,9:50,09,
26-Nov-21,9:49,09,
26-Nov-21,9:49,09,
26-Nov-21,9:47,09,
26-Nov-21,9:42,09,
26-Nov-21,9:41,09,
26-Nov-21,9:40,09,
26-Nov-21,9:40,09,
26-Nov-21,9:39,09,
26-Nov-21,9:39,09,
26-Nov-21,9:38,09,
26-Nov-21,9:37,09,
26-Nov-21,9:36,09,
26-Nov-21,9:34,09,
26-Nov-21,9:33,09,
26-Nov-21,9:33,09,
26-Nov-21,9:31,09,
26-Nov-21,9:31,09,
26-Nov-21,9:31,09,
26-Nov-21,9:31,09,
26-Nov-21,9:30,09,
26-Nov-21,9:30,09,
26-Nov-21,9:29,09,
26-Nov-21,9:26,09,
26-Nov-21,9:26,09,
26-Nov-21,9:26,09,
26-Nov-21,9:25,09,
26-Nov-21,9:25,09,
26-Nov-21,9:24,09,
26-Nov-21,9:22,09,
26-Nov-21,9:22,09,
26-Nov-21,9:22,09,
26-Nov-21,9:22,09,
26-Nov-21,9:21,09,
26-Nov-21,9:21,09,
26-Nov-21,9:21,09,
26-Nov-21,9:12,09,
26-Nov-21,9:02,09,
26-Nov-21,8:53,08,
26-Nov-21,8:52,08,
26-Nov-21,8:49,08,
26-Nov-21,8:43,08,
26-Nov-21,8:42,08,
26-Nov-21,8:41,08,
26-Nov-21,8:40,08,
26-Nov-21,8:26,08,
26-Nov-21,8:21,08,
26-Nov-21,8:19,08,
26-Nov-21,8:19,08,
26-Nov-21,7:59,07,
26-Nov-21,7:55,07,
26-Nov-21,7:47,07,
26-Nov-21,7:47,07,
26-Nov-21,7:46,07,
26-Nov-21,7:46,07,
26-Nov-21,7:45,07,
26-Nov-21,7:42,07,
26-Nov-21,7:38,07,
26-Nov-21,7:28,07,
26-Nov-21,7:28,07,
26-Nov-21,7:25,07,
26-Nov-21,7:25,07,
26-Nov-21,7:24,07,
26-Nov-21,7:18,07,
26-Nov-21,7:16,07,
26-Nov-21,7:09,07,
26-Nov-21,7:09,07,
26-Nov-21,7:05,07,
26-Nov-21,7:05,07,
26-Nov-21,7:04,07,
26-Nov-21,7:01,07,
26-Nov-21,6:59,06,
26-Nov-21,6:53,06,
26-Nov-21,6:49,06,
26-Nov-21,6:47,06,
26-Nov-21,6:46,06,
26-Nov-21,6:44,06,
26-Nov-21,6:43,06,
26-Nov-21,6:41,06,
26-Nov-21,6:35,06,
26-Nov-21,6:30,06,
26-Nov-21,6:28,06,
26-Nov-21,6:27,06,
26-Nov-21,6:24,06,
26-Nov-21,6:23,06,
26-Nov-21,6:20,06,
26-Nov-21,6:18,06,
26-Nov-21,6:12,06,
26-Nov-21,6:09,06,
26-Nov-21,6:08,06,
26-Nov-21,6:08,06,
26-Nov-21,6:03,06,
26-Nov-21,5:50,05,
26-Nov-21,5:42,05,
26-Nov-21,5:35,05,
26-Nov-21,5:35,05,
26-Nov-21,5:34,05,
26-Nov-21,5:31,05,
26-Nov-21,5:31,05,
26-Nov-21,5:29,05,
26-Nov-21,5:27,05,
26-Nov-21,5:25,05,
26-Nov-21,5:24,05,
26-Nov-21,5:23,05,
26-Nov-21,5:23,05,
26-Nov-21,5:15,05,
26-Nov-21,5:14,05,
26-Nov-21,5:12,05,
26-Nov-21,5:07,05,
26-Nov-21,5:06,05,
26-Nov-21,5:02,05,
26-Nov-21,5:01,05,
26-Nov-21,4:58,04,
26-Nov-21,4:56,04,
26-Nov-21,4:56,04,
26-Nov-21,4:55,04,
26-Nov-21,4:46,04,
26-Nov-21,4:44,04,
26-Nov-21,4:43,04,
26-Nov-21,4:43,04,
26-Nov-21,4:41,04,
26-Nov-21,4:41,04,
26-Nov-21,4:38,04,
26-Nov-21,4:36,04,
26-Nov-21,4:32,04,
26-Nov-21,4:28,04,
26-Nov-21,4:28,04,
26-Nov-21,4:28,04,
26-Nov-21,4:25,04,
26-Nov-21,4:24,04,
26-Nov-21,4:23,04,
26-Nov-21,4:23,04,
26-Nov-21,4:19,04,
26-Nov-21,4:15,04,
26-Nov-21,4:10,04,
26-Nov-21,4:08,04,
26-Nov-21,4:07,04,
26-Nov-21,4:01,04,
26-Nov-21,4:01,04,
26-Nov-21,4:00,04,
26-Nov-21,4:00,04,
26-Nov-21,4:00,04,
26-Nov-21,4:00,04,
26-Nov-21,3:59,03,
26-Nov-21,3:57,03,
26-Nov-21,3:56,03,
26-Nov-21,3:56,03,
26-Nov-21,3:56,03,
22-Nov-21,3:56,03,
23-Nov-21,3:54,03,
21-Nov-21,3:53,03,
27-Nov-21,3:38,03,
25-Nov-21,3:37,03,
25-Nov-21,2:29,02,
25-Nov-21,2:26,02,
25-Nov-21,2:07,02,
25-Nov-21,1:49,01,
26-Nov-21,1:43,01,
22-Nov-21,0:14,00,
28-Nov-21,22:04,22,
27-Nov-21,21:42,21,
27-Nov-21,21:35,21,
27-Nov-21,16:25,16,
27-Nov-21,16:17,16,
27-Nov-21,15:24,15,
26-Nov-21,14:45,14,
26-Nov-21,14:04,14,
26-Nov-21,13:53,13,
26-Nov-21,12:45,12,
26-Nov-21,12:39,12,
25-Nov-21,11:49,11,
23-Nov-21,11:22,11,
22-Nov-21,8:56,08,
27-Nov-21,8:39,08,
25-Nov-21,8:14,08,
20-Nov-21,7:57,07,
21-Nov-21,7:56,07,
27-Nov-21,7:53,07,
21-Nov-21,6:31,06,
25-Nov-21,6:28,06,
27-Nov-21,6:11,06,
23-Nov-21,6:04,06,
27-Nov-21,5:54,05,
26-Nov-21,5:36,05,
26-Nov-21,5:15,05,
23-Nov-21,5:08,05,
26-Nov-21,4:17,04,
26-Nov-21,4:16,04,
25-Nov-21,4:10,04,
23-Nov-21,3:53,03,
23-Nov-21,3:46,03,
23-Nov-21,3:29,03,
23-Nov-21,2:56,02,
23-Nov-21,2:49,02,
23-Nov-21,0:40,00,
23-Nov-21,0:37,00,
23-Nov-21,0:10,00,
23-Nov-21,0:10,00,
20-Nov-21,23:32,23,
22-Nov-21,22:45,22,
21-Nov-21,22:38,22,
21-Nov-21,22:33,22,
24-Nov-21,22:29,22,
26-Nov-21,22:28,22,
23-Nov-21,20:07,20,
27-Nov-21,15:24,15,
27-Nov-21,14:57,14,
27-Nov-21,14:44,14,
26-Nov-21,14:32,14,
23-Nov-21,14:29,14,
26-Nov-21,14:19,14,
25-Nov-21,14:19,14,
27-Nov-21,14:16,14,
27-Nov-21,14:03,14,
27-Nov-21,14:03,14,
23-Nov-21,14:01,14,
22-Nov-21,13:58,13,
22-Nov-21,13:57,13,
24-Nov-21,13:49,13,
23-Nov-21,13:44,13,
26-Nov-21,13:40,13,
27-Nov-21,13:40,13,
25-Nov-21,13:29,13,
22-Nov-21,13:20,13,
26-Nov-21,13:19,13,
26-Nov-21,13:12,13,
24-Nov-21,13:09,13,
26-Nov-21,13:01,13,
23-Nov-21,12:47,12,
26-Nov-21,12:43,12,
27-Nov-21,12:37,12,
